;;;;;;;;;AG15;10009
;;;;;;;;;AG15;10010
;;;;;;;;;AG15;10011
;;;;;;;;;AG15;10012
;;;;;;;;;AG15;10013
;;;;;;;;;AG95L;10014
;;;;;;;;;AG95L;10015
;;;;;;;;;COIL;50001
;;;;;;;;;COIL;50002
;;;;;;;;;COIL;50003
;;;;;;;;;COIL;50004
;;;;;;;;;COIL;50005
;;;;;;;;;COIL;50006
;;;;;;;;;COIL;50007
;;;;;;;;;COIL;50008
;;;;;;;;;COIL;50009
;;;;;;;;;COIL;50010
;;;;;;;;;COIL;50011
;;;;;;;;;COIL;50012
;;;;;;;;;D100;10001
;;;;;;;;;D100;10002
;;;;;;;;;D100;10003
;;;;;;;;;D100;10004
;;;;;;;;;D100;10005
;;;;;;;;;D75;10006
;;;;;;;;;D75;10007
;;;;;;;;;D75;10008
;;;;;;;;;ML38;30076
;;;;;;;;;ML38;30077
;;;;;;;;;ML38;30078
;;;;;;;;;ML39;30079
;;;;;;;;;ML39;30080
;;;;;;;;;ML39;30081
;;;;;;;;;ML39;30082
;;;;;;;;;ML39;30083
;;;;;;;;;OMNINT;30092
;;;;;;;;;OMNINT;30093
;;;;;;;;;OMNINT;30094
;;;;;;;;;OMNINT;30095
;;;;;;;;;OMNINT;30096
;;;;;;;;;OMNINT;30097
;;;;;;;;;PASAA;30029
;;;;;;;;;PASAA;30030
;;;;;;;;;PASAA;30031
;;;;;;;;;PASAA;30032
;;;;;;;;;PASAA;30033
;;;;;;;;;TITUS II ;50013
;;;;;;;;;TITUS II MOUNT BRKT;50014
;;;;;;;;;TMQ;30141
;;;;;;;;;TMQ;30142
;;;;;;;;;TMQ;30143
;;;;;;;;;TMQ;30144
;;;;;;;;;TMQ;30145
;;;;;;;;;TMQ;30147
;;;;;;;;;TMQ;30148
;;;;;;;;;TMQ;30182
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;1;All-aluminum plaque face diffuser.;98B227C7-022B-45DE-A0A2-2F5C0DCE1468;OMNI-AA;30098
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;1;All-aluminum plaque face diffuser.;98B227C7-022B-45DE-A0A2-2F5C0DCE1468;OMNI-AA;30099
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;1;All-aluminum plaque face diffuser.;98B227C7-022B-45DE-A0A2-2F5C0DCE1468;OMNI-AA;30100
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;1;All-aluminum plaque face diffuser.;98B227C7-022B-45DE-A0A2-2F5C0DCE1468;OMNI-AA;30101
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30084
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30085
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30086
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30087
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30088
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30089
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30090
1;Diffusers;1000;Architectural Ceiling Diffusers;1101;OMNI;2;Steel plaque face diffuser.;910C6895-A005-40DE-8816-BA4F4AA0B008;OMNI;30091
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;81B6BFB7-E1C2-428D-864B-CAF6B9446179;TRM;10016
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;81B6BFB7-E1C2-428D-864B-CAF6B9446179;TRM;10017
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;81B6BFB7-E1C2-428D-864B-CAF6B9446179;TRM;10018
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;81B6BFB7-E1C2-428D-864B-CAF6B9446179;TRM;10019
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;C784599C-D28A-4678-8372-EF0842A38DB1;TRM;10016
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;C784599C-D28A-4678-8372-EF0842A38DB1;TRM;10017
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;C784599C-D28A-4678-8372-EF0842A38DB1;TRM;10018
1;Diffusers;1001;Grille & Diffuser Accessories;1102;Mounting Frames;3;Aluminum rapid mount frame/plaster frame.;C784599C-D28A-4678-8372-EF0842A38DB1;TRM;10019
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30001
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30002
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30003
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30004
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30005
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30006
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30007
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30008
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30009
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30010
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30011
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30012
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30013
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30014
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30015
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;C07A715C-9AFC-4104-95D9-C62E98F56705;PAR;30016
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30001
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30002
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30003
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30004
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30005
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30006
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30007
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30008
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30009
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30010
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30011
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30012
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30013
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30014
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30015
1;Diffusers;1002;Perforated Ceiling Diffusers;1103;PAR - Return;4;Steel perforated return diffuser.;E782F507-A83C-4008-9AB1-33A1FF4D23ED;PAR;30016
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30017
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30018
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30019
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30020
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30021
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30022
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30023
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30024
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30025
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30026
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30027
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;6F91FD42-91FB-4DB2-B841-832DE2AA4707;PAS;30028
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30017
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30018
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30019
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30020
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30021
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30022
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30023
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30024
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30025
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30026
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30027
1;Diffusers;1002;Perforated Ceiling Diffusers;1104;PAS - Supply;5;Steel perforated diffuser with face mounted deflectors.;B0CA9009-59C4-48D3-8405-C1439A166BB3;PAS;30028
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;6;Aluminum flush face perforated neck-mounted curved blade deflectors.;71CDBC92-ED36-4E25-94F2-0AF723C326E6;PCS-AA;30039
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;6;Aluminum flush face perforated neck-mounted curved blade deflectors.;71CDBC92-ED36-4E25-94F2-0AF723C326E6;PCS-AA;30040
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;6;Aluminum flush face perforated neck-mounted curved blade deflectors.;71CDBC92-ED36-4E25-94F2-0AF723C326E6;PCS-AA;30041
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;AFBAFB64-641B-420A-8763-8FFB6761AEE5;PCS;30034
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;AFBAFB64-641B-420A-8763-8FFB6761AEE5;PCS;30035
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;AFBAFB64-641B-420A-8763-8FFB6761AEE5;PCS;30036
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;AFBAFB64-641B-420A-8763-8FFB6761AEE5;PCS;30037
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;AFBAFB64-641B-420A-8763-8FFB6761AEE5;PCS;30038
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;D5C8ECAD-41A9-4CDD-B769-CE72FDB1C0D3;PCS;30034
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;D5C8ECAD-41A9-4CDD-B769-CE72FDB1C0D3;PCS;30035
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;D5C8ECAD-41A9-4CDD-B769-CE72FDB1C0D3;PCS;30036
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;D5C8ECAD-41A9-4CDD-B769-CE72FDB1C0D3;PCS;30037
1;Diffusers;1002;Perforated Ceiling Diffusers;1105;PCS - Supply, Curved Blade;7;Steel perforated neck-mounted curved blade deflectors.;D5C8ECAD-41A9-4CDD-B769-CE72FDB1C0D3;PCS;30038
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;8;Aluminum face, steel backpan perforated supply diffuser with star pattern deflector.;A68E5CB2-2EAF-42D2-A1B7-1A2BAEDE2704;PSS-AA;30047
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;8;Aluminum face, steel backpan perforated supply diffuser with star pattern deflector.;A68E5CB2-2EAF-42D2-A1B7-1A2BAEDE2704;PSS-AA;30048
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;8;Aluminum face, steel backpan perforated supply diffuser with star pattern deflector.;A68E5CB2-2EAF-42D2-A1B7-1A2BAEDE2704;PSS-AA;30049
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;8;Aluminum face, steel backpan perforated supply diffuser with star pattern deflector.;D3337FDF-2984-43BB-9B29-F5D24874EFF8;PSS-AA;30047
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;8;Aluminum face, steel backpan perforated supply diffuser with star pattern deflector.;D3337FDF-2984-43BB-9B29-F5D24874EFF8;PSS-AA;30048
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;8;Aluminum face, steel backpan perforated supply diffuser with star pattern deflector.;D3337FDF-2984-43BB-9B29-F5D24874EFF8;PSS-AA;30049
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;1B3FF306-650A-425F-9D3C-0529B336C1E8;PSS;30042
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;1B3FF306-650A-425F-9D3C-0529B336C1E8;PSS;30043
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;1B3FF306-650A-425F-9D3C-0529B336C1E8;PSS;30044
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;1B3FF306-650A-425F-9D3C-0529B336C1E8;PSS;30045
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;1B3FF306-650A-425F-9D3C-0529B336C1E8;PSS;30046
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;24DBCED1-5C41-4D00-8444-EDD71A6EF6DF;PSS;30042
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;24DBCED1-5C41-4D00-8444-EDD71A6EF6DF;PSS;30043
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;24DBCED1-5C41-4D00-8444-EDD71A6EF6DF;PSS;30044
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;24DBCED1-5C41-4D00-8444-EDD71A6EF6DF;PSS;30045
1;Diffusers;1002;Perforated Ceiling Diffusers;1106;PSS - Supply, Star Pattern;9;Steel perforated supply diffuser with star pattern deflector.;24DBCED1-5C41-4D00-8444-EDD71A6EF6DF;PSS;30046
1;Diffusers;1002;Perforated Ceiling Diffusers;1107;PXP - Screen Only;10;Steel perforated return panel.;7B84957D-1FC8-4AFC-948A-1EAB3F01ED39;PXP;30050
1;Diffusers;1002;Perforated Ceiling Diffusers;1107;PXP - Screen Only;10;Steel perforated return panel.;7B84957D-1FC8-4AFC-948A-1EAB3F01ED39;PXP;30051
1;Diffusers;1002;Perforated Ceiling Diffusers;1107;PXP - Screen Only;10;Steel perforated return panel.;8811C58D-FE4D-40E2-8261-660CA80275E0;PXP;30050
1;Diffusers;1002;Perforated Ceiling Diffusers;1107;PXP - Screen Only;10;Steel perforated return panel.;8811C58D-FE4D-40E2-8261-660CA80275E0;PXP;30051
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;661C5D0C-947E-439D-8C2C-D5BCD1DC8611;TMR;30102
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;661C5D0C-947E-439D-8C2C-D5BCD1DC8611;TMR;30103
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;661C5D0C-947E-439D-8C2C-D5BCD1DC8611;TMR;30104
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;661C5D0C-947E-439D-8C2C-D5BCD1DC8611;TMR;30105
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;661C5D0C-947E-439D-8C2C-D5BCD1DC8611;TMR;30106
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;6FBDF38F-1078-49EB-A916-A2DF023496D8;TMR;30102
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;6FBDF38F-1078-49EB-A916-A2DF023496D8;TMR;30103
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;6FBDF38F-1078-49EB-A916-A2DF023496D8;TMR;30104
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;6FBDF38F-1078-49EB-A916-A2DF023496D8;TMR;30105
1;Diffusers;1003;Round Ceiling Diffusers;1108;TMR;11;Steel, round diffuser with two discharge patterns.;6FBDF38F-1078-49EB-A916-A2DF023496D8;TMR;30106
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30119
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30120
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30121
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30122
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30123
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30124
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30125
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30126
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30127
1;Diffusers;1004;Square & Rectangular Ceiling;1109;TDC - Louvered;12;Aluminum louvered face diffuser.;7C7D6DE6-65C0-409A-B9E0-7C859C192B78;TDC-AA;30128
